userId	geneSymbol	geneName	entrezgene	gLink
Not3	Not3	CCR4-NOT transcription complex subunit 3	35501	https://www.ncbi.nlm.nih.gov/gene/?term=35501
CG17337	CG17337	NA	35507	https://www.ncbi.nlm.nih.gov/gene/?term=35507
vlc	vlc	vulcan	46078	https://www.ncbi.nlm.nih.gov/gene/?term=46078
l(2)09851	l(2)09851	lethal (2) 09851	46662	https://www.ncbi.nlm.nih.gov/gene/?term=46662
Gp210	Gp210	Glycoprotein 210 kDa	35512	https://www.ncbi.nlm.nih.gov/gene/?term=35512
Src42A	Src42A	Src oncogene at 42A	35524	https://www.ncbi.nlm.nih.gov/gene/?term=35524
Act42A	Act42A	Actin 42A	35526	https://www.ncbi.nlm.nih.gov/gene/?term=35526
Ars2	Ars2	Arsenic resistance protein 2	35539	https://www.ncbi.nlm.nih.gov/gene/?term=35539
bin3	bin3	bicoid-interacting protein 3	35552	https://www.ncbi.nlm.nih.gov/gene/?term=35552
Pld	Pld	Phospholipase D	35554	https://www.ncbi.nlm.nih.gov/gene/?term=35554
jing	jing	jing	35555	https://www.ncbi.nlm.nih.gov/gene/?term=35555
Bap170	Bap170	Brahma associated protein 170kD	35560	https://www.ncbi.nlm.nih.gov/gene/?term=35560
geminin	geminin	geminin	35563	https://www.ncbi.nlm.nih.gov/gene/?term=35563
sced	sced	scrambled	35564	https://www.ncbi.nlm.nih.gov/gene/?term=35564
Rab2	Rab2	Rab2	35577	https://www.ncbi.nlm.nih.gov/gene/?term=35577
koi	koi	klaroid	35594	https://www.ncbi.nlm.nih.gov/gene/?term=35594
coro	coro	coro	35596	https://www.ncbi.nlm.nih.gov/gene/?term=35596
mim	mim	missing-in-metastasis	2768716	https://www.ncbi.nlm.nih.gov/gene/?term=2768716
vimar	vimar	visceral mesodermal armadillo-repeats	35609	https://www.ncbi.nlm.nih.gov/gene/?term=35609
Tsp42Ee	Tsp42Ee	Tetraspanin 42Ee	35614	https://www.ncbi.nlm.nih.gov/gene/?term=35614
Br140	Br140	Bromodomain-containing protein, 140kD	35648	https://www.ncbi.nlm.nih.gov/gene/?term=35648
Incenp	Incenp	Inner centromere protein	35649	https://www.ncbi.nlm.nih.gov/gene/?term=35649
cos	cos	costa	35653	https://www.ncbi.nlm.nih.gov/gene/?term=35653
Eaf	Eaf	ELL-associated factor	35660	https://www.ncbi.nlm.nih.gov/gene/?term=35660
wech	wech	wech	44653	https://www.ncbi.nlm.nih.gov/gene/?term=44653
dpa	dpa	disc proliferation abnormal	35679	https://www.ncbi.nlm.nih.gov/gene/?term=35679
Orc1	Orc1	Origin recognition complex subunit 1	35686	https://www.ncbi.nlm.nih.gov/gene/?term=35686
scra	scra	scraps	35696	https://www.ncbi.nlm.nih.gov/gene/?term=35696
Rpt1	Rpt1	Regulatory particle triple-A ATPase 1	35701	https://www.ncbi.nlm.nih.gov/gene/?term=35701
mRpL52	mRpL52	mitochondrial ribosomal protein L52	35711	https://www.ncbi.nlm.nih.gov/gene/?term=35711
U2A	U2A	U2A	35713	https://www.ncbi.nlm.nih.gov/gene/?term=35713
CG18812	CG18812	NA	59173	https://www.ncbi.nlm.nih.gov/gene/?term=59173
CanB2	CanB2	Calcineurin B2	46456	https://www.ncbi.nlm.nih.gov/gene/?term=46456
Gapdh1	Gapdh1	Glyceraldehyde 3 phosphate dehydrogenase 1	35728	https://www.ncbi.nlm.nih.gov/gene/?term=35728
Nop17l	Nop17l	Nop17 like	35730	https://www.ncbi.nlm.nih.gov/gene/?term=35730
Cul1	Cul1	Cullin 1	35742	https://www.ncbi.nlm.nih.gov/gene/?term=35742
CG8728	CG8728	NA	35748	https://www.ncbi.nlm.nih.gov/gene/?term=35748
CG14764	CG14764	NA	35749	https://www.ncbi.nlm.nih.gov/gene/?term=35749
CG2915	CG2915	NA	35754	https://www.ncbi.nlm.nih.gov/gene/?term=35754
nito	nito	spenito	35756	https://www.ncbi.nlm.nih.gov/gene/?term=35756
lig	lig	lingerer	35771	https://www.ncbi.nlm.nih.gov/gene/?term=35771
udd	udd	under-developed	35781	https://www.ncbi.nlm.nih.gov/gene/?term=35781
Nup50	Nup50	Nucleoporin 50kD	35784	https://www.ncbi.nlm.nih.gov/gene/?term=35784
RagC-D	RagC-D	Ras-related GTP binding C/D	35793	https://www.ncbi.nlm.nih.gov/gene/?term=35793
pnut	pnut	peanut	35801	https://www.ncbi.nlm.nih.gov/gene/?term=35801
Mal-A5	Mal-A5	Maltase A5	35828	https://www.ncbi.nlm.nih.gov/gene/?term=35828
Cirl	Cirl	Calcium-independent receptor for alpha-latrotoxin	35846	https://www.ncbi.nlm.nih.gov/gene/?term=35846
CG14749	CG14749	NA	35849	https://www.ncbi.nlm.nih.gov/gene/?term=35849
Acsl	Acsl	Acyl-CoA synthetase long-chain	46068	https://www.ncbi.nlm.nih.gov/gene/?term=46068
gcl	gcl	germ cell-less	35864	https://www.ncbi.nlm.nih.gov/gene/?term=35864
MrgBP	MrgBP	MRG/MORF4L binding protein	35880	https://www.ncbi.nlm.nih.gov/gene/?term=35880
Pgi	Pgi	Phosphoglucose isomerase	35886	https://www.ncbi.nlm.nih.gov/gene/?term=35886
lin	lin	lines	45325	https://www.ncbi.nlm.nih.gov/gene/?term=45325
babo	babo	baboon	35900	https://www.ncbi.nlm.nih.gov/gene/?term=35900
CG13741	CG13741	NA	35919	https://www.ncbi.nlm.nih.gov/gene/?term=35919
Pmm45A	Pmm45A	Phosphomannomutase 45A	35923	https://www.ncbi.nlm.nih.gov/gene/?term=35923
Su(var)2-10	Su(var)2-10	Suppressor of variegation 2-10	35927	https://www.ncbi.nlm.nih.gov/gene/?term=35927
CG18659	CG18659	NA	35929	https://www.ncbi.nlm.nih.gov/gene/?term=35929
Hydr1	Hydr1	alpha/beta hydrolase 1	35930	https://www.ncbi.nlm.nih.gov/gene/?term=35930
Myd88	Myd88	Myd88	35956	https://www.ncbi.nlm.nih.gov/gene/?term=35956
Non1	Non1	Novel nucleolar protein 1	35963	https://www.ncbi.nlm.nih.gov/gene/?term=35963
prel	prel	preli-like	35969	https://www.ncbi.nlm.nih.gov/gene/?term=35969
ced-6	ced-6	ced-6	35971	https://www.ncbi.nlm.nih.gov/gene/?term=35971
Not1	Not1	Not1	5740252	https://www.ncbi.nlm.nih.gov/gene/?term=5740252
Map60	Map60	Microtubule-associated protein 60	35991	https://www.ncbi.nlm.nih.gov/gene/?term=35991
CG1902	CG1902	NA	35993	https://www.ncbi.nlm.nih.gov/gene/?term=35993
Uba1	Uba1	Ubiquitin activating enzyme 1	35998	https://www.ncbi.nlm.nih.gov/gene/?term=35998
dap	dap	dacapo	36001	https://www.ncbi.nlm.nih.gov/gene/?term=36001
Vamp7	Vamp7	Vesicle-associated membrane protein 7	36015	https://www.ncbi.nlm.nih.gov/gene/?term=36015
Prosalpha7	Prosalpha7	Proteasome alpha7 subunit	36018	https://www.ncbi.nlm.nih.gov/gene/?term=36018
Sec24AB	Sec24AB	Secretory 24AB	36025	https://www.ncbi.nlm.nih.gov/gene/?term=36025
TER94	TER94	TER94	36040	https://www.ncbi.nlm.nih.gov/gene/?term=36040
oys	oys	oysgedart	36045	https://www.ncbi.nlm.nih.gov/gene/?term=36045
dmpd	dmpd	dampened	36061	https://www.ncbi.nlm.nih.gov/gene/?term=36061
Syb	Syb	Synaptobrevin	36080	https://www.ncbi.nlm.nih.gov/gene/?term=36080
RanBPM	RanBPM	Ran-binding protein M	36102	https://www.ncbi.nlm.nih.gov/gene/?term=36102
Caf1-105	Caf1-105	Chromatin assembly factor 1, p105 subunit	36107	https://www.ncbi.nlm.nih.gov/gene/?term=36107
whd	whd	withered	36109	https://www.ncbi.nlm.nih.gov/gene/?term=36109
CG17765	CG17765	NA	36111	https://www.ncbi.nlm.nih.gov/gene/?term=36111
lola	lola	longitudinals lacking	44548	https://www.ncbi.nlm.nih.gov/gene/?term=44548
psq	psq	pipsqueak	36118	https://www.ncbi.nlm.nih.gov/gene/?term=36118
Mat1	Mat1	Menage a trois 1	36130	https://www.ncbi.nlm.nih.gov/gene/?term=36130
wde	wde	windei	36133	https://www.ncbi.nlm.nih.gov/gene/?term=36133
CG7222	CG7222	NA	36138	https://www.ncbi.nlm.nih.gov/gene/?term=36138
Prosbeta5	Prosbeta5	Proteasome beta5 subunit	45269	https://www.ncbi.nlm.nih.gov/gene/?term=45269
CG12942	CG12942	NA	36158	https://www.ncbi.nlm.nih.gov/gene/?term=36158
CG12391	CG12391	NA	36170	https://www.ncbi.nlm.nih.gov/gene/?term=36170
Fpps	Fpps	Farnesyl pyrophosphate synthase	36209	https://www.ncbi.nlm.nih.gov/gene/?term=36209
CG7745	CG7745	NA	36210	https://www.ncbi.nlm.nih.gov/gene/?term=36210
san	san	separation anxiety	44724	https://www.ncbi.nlm.nih.gov/gene/?term=44724
Sod3	Sod3	Superoxide dismutase 3	36232	https://www.ncbi.nlm.nih.gov/gene/?term=36232
E(Pc)	E(Pc)	Enhancer of Polycomb	36238	https://www.ncbi.nlm.nih.gov/gene/?term=36238
tou	tou	toutatis	36241	https://www.ncbi.nlm.nih.gov/gene/?term=36241
CG9005	CG9005	NA	36243	https://www.ncbi.nlm.nih.gov/gene/?term=36243
CG9003	CG9003	NA	36244	https://www.ncbi.nlm.nih.gov/gene/?term=36244
Mtor	Mtor	Megator	36264	https://www.ncbi.nlm.nih.gov/gene/?term=36264
Damm	Damm	Death associated molecule related to Mch2 caspase	36266	https://www.ncbi.nlm.nih.gov/gene/?term=36266
ERp60	ERp60	ERp60	36270	https://www.ncbi.nlm.nih.gov/gene/?term=36270
MCPH1	MCPH1	Microcephalin	36272	https://www.ncbi.nlm.nih.gov/gene/?term=36272
RnrS	RnrS	Ribonucleoside diphosphate reductase small subunit	36280	https://www.ncbi.nlm.nih.gov/gene/?term=36280
CG8878	CG8878	NA	36302	https://www.ncbi.nlm.nih.gov/gene/?term=36302
Prp8	Prp8	pre-mRNA processing factor 8	36304	https://www.ncbi.nlm.nih.gov/gene/?term=36304
CG34232	CG34232	NA	5740195	https://www.ncbi.nlm.nih.gov/gene/?term=5740195
SmD3	SmD3	Small ribonucleoprotein particle protein SmD3	36306	https://www.ncbi.nlm.nih.gov/gene/?term=36306
CG8860	CG8860	NA	36310	https://www.ncbi.nlm.nih.gov/gene/?term=36310
wash	wash	washout	36311	https://www.ncbi.nlm.nih.gov/gene/?term=36311
SmF	SmF	Small ribonucleoprotein particle protein SmF	36314	https://www.ncbi.nlm.nih.gov/gene/?term=36314
Cam	Cam	Calmodulin	36329	https://www.ncbi.nlm.nih.gov/gene/?term=36329
CG8490	CG8490	NA	36338	https://www.ncbi.nlm.nih.gov/gene/?term=36338
CG8834	CG8834	NA	36356	https://www.ncbi.nlm.nih.gov/gene/?term=36356
DUBAI	DUBAI	Deubiquitinating apoptotic inhibitor	36361	https://www.ncbi.nlm.nih.gov/gene/?term=36361
Lac	Lac	Lachesin	36363	https://www.ncbi.nlm.nih.gov/gene/?term=36363
CG8545	CG8545	NA	36365	https://www.ncbi.nlm.nih.gov/gene/?term=36365
Sin3A	Sin3A	Sin3A	36382	https://www.ncbi.nlm.nih.gov/gene/?term=36382
muskelin	muskelin	muskelin	36386	https://www.ncbi.nlm.nih.gov/gene/?term=36386
spt4	spt4	spt4	36387	https://www.ncbi.nlm.nih.gov/gene/?term=36387
Iswi	Iswi	Imitation SWI	36390	https://www.ncbi.nlm.nih.gov/gene/?term=36390
bic	bic	bicaudal	45827	https://www.ncbi.nlm.nih.gov/gene/?term=45827
NAT1	NAT1	NAT1	46020	https://www.ncbi.nlm.nih.gov/gene/?term=46020
Psc	Psc	Posterior sex combs	36431	https://www.ncbi.nlm.nih.gov/gene/?term=36431
Cap-G	Cap-G	Chromosome associated protein G	36440	https://www.ncbi.nlm.nih.gov/gene/?term=36440
Ack-like	Ack-like	Activated Cdc42 kinase-like	36442	https://www.ncbi.nlm.nih.gov/gene/?term=36442
TppII	TppII	tripeptidyl-peptidase II	36444	https://www.ncbi.nlm.nih.gov/gene/?term=36444
AGBE	AGBE	1,4-Alpha-Glucan Branching Enzyme	326264	https://www.ncbi.nlm.nih.gov/gene/?term=326264
Dp	Dp	DP transcription factor	36461	https://www.ncbi.nlm.nih.gov/gene/?term=36461
cnn	cnn	centrosomin	36491	https://www.ncbi.nlm.nih.gov/gene/?term=36491
cbs	cbs	centrosomin's beautiful sister	36492	https://www.ncbi.nlm.nih.gov/gene/?term=36492
cid	cid	centromere identifier	36495	https://www.ncbi.nlm.nih.gov/gene/?term=36495
bbc	bbc	bb in a boxcar	36496	https://www.ncbi.nlm.nih.gov/gene/?term=36496
mars	mars	mars	36498	https://www.ncbi.nlm.nih.gov/gene/?term=36498
mip120	mip120	Myb-interacting protein 120	36499	https://www.ncbi.nlm.nih.gov/gene/?term=36499
CG6145	CG6145	NA	36506	https://www.ncbi.nlm.nih.gov/gene/?term=36506
Roe1	Roe1	Roe1	36508	https://www.ncbi.nlm.nih.gov/gene/?term=36508
fl(2)d	fl(2)d	female lethal d	36527	https://www.ncbi.nlm.nih.gov/gene/?term=36527
CG6543	CG6543	NA	36536	https://www.ncbi.nlm.nih.gov/gene/?term=36536
tum	tum	tumbleweed	36538	https://www.ncbi.nlm.nih.gov/gene/?term=36538
CG13344	CG13344	NA	36541	https://www.ncbi.nlm.nih.gov/gene/?term=36541
AGO1	AGO1	Argonaute-1	36544	https://www.ncbi.nlm.nih.gov/gene/?term=36544
Rpn13	Rpn13	Regulatory particle non-ATPase 13	36545	https://www.ncbi.nlm.nih.gov/gene/?term=36545
Cp1	Cp1	Cysteine proteinase-1	36546	https://www.ncbi.nlm.nih.gov/gene/?term=36546
CG6701	CG6701	NA	36550	https://www.ncbi.nlm.nih.gov/gene/?term=36550
RN-tre	RN-tre	Related to the N terminus of tre oncogene	36554	https://www.ncbi.nlm.nih.gov/gene/?term=36554
mam	mam	mastermind	36555	https://www.ncbi.nlm.nih.gov/gene/?term=36555
Prosap	Prosap	prosap	50225	https://www.ncbi.nlm.nih.gov/gene/?term=50225
Rcd1	Rcd1	Reduction in Cnn dots 1	36560	https://www.ncbi.nlm.nih.gov/gene/?term=36560
cg	cg	combgap	36571	https://www.ncbi.nlm.nih.gov/gene/?term=36571
RpS23	RpS23	Ribosomal protein S23	36576	https://www.ncbi.nlm.nih.gov/gene/?term=36576
Opa1	Opa1	Optic atrophy 1	36578	https://www.ncbi.nlm.nih.gov/gene/?term=36578
CG8485	CG8485	NA	36579	https://www.ncbi.nlm.nih.gov/gene/?term=36579
Hsc70-5	Hsc70-5	Heat shock protein cognate 5	36583	https://www.ncbi.nlm.nih.gov/gene/?term=36583
SelD	SelD	Selenide,water dikinase	36587	https://www.ncbi.nlm.nih.gov/gene/?term=36587
CG17385	CG17385	NA	36603	https://www.ncbi.nlm.nih.gov/gene/?term=36603
L	L	Lobe	27662248	https://www.ncbi.nlm.nih.gov/gene/?term=27662248
Asx	Asx	Additional sex combs	36612	https://www.ncbi.nlm.nih.gov/gene/?term=36612
Su(var)2-HP2	Su(var)2-HP2	Su(var)2-HP2	36621	https://www.ncbi.nlm.nih.gov/gene/?term=36621
Sec61beta	Sec61beta	Sec61 beta subunit	46080	https://www.ncbi.nlm.nih.gov/gene/?term=46080
Rpn6	Rpn6	Regulatory particle non-ATPase 6	36638	https://www.ncbi.nlm.nih.gov/gene/?term=36638
BEAF-32	BEAF-32	Boundary element-associated factor of 32kD	36645	https://www.ncbi.nlm.nih.gov/gene/?term=36645
SMC2	SMC2	Structural maintenance of chromosomes 2	36653	https://www.ncbi.nlm.nih.gov/gene/?term=36653
Cyp6a19	Cyp6a19	Cyp6a19	36662	https://www.ncbi.nlm.nih.gov/gene/?term=36662
aPKC	aPKC	atypical protein kinase C	47594	https://www.ncbi.nlm.nih.gov/gene/?term=47594
CG10265	CG10265	NA	36676	https://www.ncbi.nlm.nih.gov/gene/?term=36676
chn	chn	charlatan	36678	https://www.ncbi.nlm.nih.gov/gene/?term=36678
CG11807	CG11807	NA	36683	https://www.ncbi.nlm.nih.gov/gene/?term=36683
Arf51F	Arf51F	ADP ribosylation factor at 51F	36699	https://www.ncbi.nlm.nih.gov/gene/?term=36699
dup	dup	double parked	47121	https://www.ncbi.nlm.nih.gov/gene/?term=47121
SRPK	SRPK	SR Protein Kinase	36706	https://www.ncbi.nlm.nih.gov/gene/?term=36706
CG8180	CG8180	NA	36713	https://www.ncbi.nlm.nih.gov/gene/?term=36713
GalNAc-T1	GalNAc-T1	GalNAc-T1	36717	https://www.ncbi.nlm.nih.gov/gene/?term=36717
Rif1	Rif1	Rap1 interacting factor 1	246445	https://www.ncbi.nlm.nih.gov/gene/?term=246445
Mlf	Mlf	Myelodysplasia/myeloid leukemia factor	36750	https://www.ncbi.nlm.nih.gov/gene/?term=36750
ATPCL	ATPCL	ATP citrate lyase	36760	https://www.ncbi.nlm.nih.gov/gene/?term=36760
casp	casp	caspar	36769	https://www.ncbi.nlm.nih.gov/gene/?term=36769
CG8405	CG8405	NA	36772	https://www.ncbi.nlm.nih.gov/gene/?term=36772
Dg	Dg	Dystroglycan	36773	https://www.ncbi.nlm.nih.gov/gene/?term=36773
CG8414	CG8414	NA	36774	https://www.ncbi.nlm.nih.gov/gene/?term=36774
Rho1	Rho1	Rho1	36775	https://www.ncbi.nlm.nih.gov/gene/?term=36775
spin	spin	spinster	45380	https://www.ncbi.nlm.nih.gov/gene/?term=45380
CG8435	CG8435	NA	36789	https://www.ncbi.nlm.nih.gov/gene/?term=36789
Lis-1	Lis-1	Lissencephaly-1	36791	https://www.ncbi.nlm.nih.gov/gene/?term=36791
krimp	krimp	krimper	36804	https://www.ncbi.nlm.nih.gov/gene/?term=36804
fidipidine	fidipidine	fidipidine	36808	https://www.ncbi.nlm.nih.gov/gene/?term=36808
Khc	Khc	Kinesin heavy chain	36810	https://www.ncbi.nlm.nih.gov/gene/?term=36810
CG4282	CG4282	NA	36825	https://www.ncbi.nlm.nih.gov/gene/?term=36825
Nup62	Nup62	Nucleoporin 62kD	36830	https://www.ncbi.nlm.nih.gov/gene/?term=36830
CG30463	CG30463	NA	246627	https://www.ncbi.nlm.nih.gov/gene/?term=246627
CG5522	CG5522	NA	36881	https://www.ncbi.nlm.nih.gov/gene/?term=36881
Dek	Dek	Dek	47906	https://www.ncbi.nlm.nih.gov/gene/?term=47906
CG8963	CG8963	NA	36913	https://www.ncbi.nlm.nih.gov/gene/?term=36913
RhoGEF2	RhoGEF2	Rho guanine nucleotide exchange factor 2	36915	https://www.ncbi.nlm.nih.gov/gene/?term=36915
tef	tef	teflon	36920	https://www.ncbi.nlm.nih.gov/gene/?term=36920
CG6967	CG6967	NA	36922	https://www.ncbi.nlm.nih.gov/gene/?term=36922
GstS1	GstS1	Glutathione S transferase S1	36927	https://www.ncbi.nlm.nih.gov/gene/?term=36927
Prosalpha5	Prosalpha5	Proteasome alpha5 subunit	36951	https://www.ncbi.nlm.nih.gov/gene/?term=36951
cnk	cnk	connector enhancer of ksr	36952	https://www.ncbi.nlm.nih.gov/gene/?term=36952
EDTP	EDTP	Egg-derived tyrosine phosphatase	36959	https://www.ncbi.nlm.nih.gov/gene/?term=36959
CG14478	CG14478	NA	36964	https://www.ncbi.nlm.nih.gov/gene/?term=36964
Tes	Tes	Testin	36965	https://www.ncbi.nlm.nih.gov/gene/?term=36965
Patronin	Patronin	patronin	36978	https://www.ncbi.nlm.nih.gov/gene/?term=36978
RpL18A	RpL18A	Ribosomal protein L18A	36985	https://www.ncbi.nlm.nih.gov/gene/?term=36985
MESR4	MESR4	Misexpression suppressor of ras 4	36986	https://www.ncbi.nlm.nih.gov/gene/?term=36986
POSH	POSH	Plenty of SH3s	36990	https://www.ncbi.nlm.nih.gov/gene/?term=36990
Dcr-2	Dcr-2	Dicer-2	36993	https://www.ncbi.nlm.nih.gov/gene/?term=36993
RhoGAP54D	RhoGAP54D	Rho GTPase activating protein at 54D	36996	https://www.ncbi.nlm.nih.gov/gene/?term=36996
CG6406	CG6406	NA	37019	https://www.ncbi.nlm.nih.gov/gene/?term=37019
OstDelta	OstDelta	Oligosaccharide transferase Delta subunit	37029	https://www.ncbi.nlm.nih.gov/gene/?term=37029
Mapmodulin	Mapmodulin	mapmodulin	37043	https://www.ncbi.nlm.nih.gov/gene/?term=37043
CG10910	CG10910	NA	37052	https://www.ncbi.nlm.nih.gov/gene/?term=37052
CG5098	CG5098	NA	37063	https://www.ncbi.nlm.nih.gov/gene/?term=37063
stau	stau	staufen	37065	https://www.ncbi.nlm.nih.gov/gene/?term=37065
Hsf	Hsf	Heat shock factor	37068	https://www.ncbi.nlm.nih.gov/gene/?term=37068
Pcl	Pcl	Polycomblike	37069	https://www.ncbi.nlm.nih.gov/gene/?term=37069
lolal	lolal	lola like	44703	https://www.ncbi.nlm.nih.gov/gene/?term=44703
CG10915	CG10915	NA	37076	https://www.ncbi.nlm.nih.gov/gene/?term=37076
CG5726	CG5726	NA	37082	https://www.ncbi.nlm.nih.gov/gene/?term=37082
Ote	Ote	Otefin	37090	https://www.ncbi.nlm.nih.gov/gene/?term=37090
sbb	sbb	scribbler	44027	https://www.ncbi.nlm.nih.gov/gene/?term=44027
IM3	IM3	Immune induced molecule 3	50209	https://www.ncbi.nlm.nih.gov/gene/?term=50209
slim	slim	scruin like at the midline	37121	https://www.ncbi.nlm.nih.gov/gene/?term=37121
CG5323	CG5323	NA	37137	https://www.ncbi.nlm.nih.gov/gene/?term=37137
CG30122	CG30122	NA	37146	https://www.ncbi.nlm.nih.gov/gene/?term=37146
Jabba	Jabba	jabba	37164	https://www.ncbi.nlm.nih.gov/gene/?term=37164
Phb2	Phb2	Prohibitin 2	46038	https://www.ncbi.nlm.nih.gov/gene/?term=46038
CG18190	CG18190	NA	37179	https://www.ncbi.nlm.nih.gov/gene/?term=37179
prod	prod	proliferation disrupter	37187	https://www.ncbi.nlm.nih.gov/gene/?term=37187
Topors	Topors	Topoisomerase I-interacting protein	37188	https://www.ncbi.nlm.nih.gov/gene/?term=37188
ena	ena	enabled	37201	https://www.ncbi.nlm.nih.gov/gene/?term=37201
FK506-bp2	FK506-bp2	FK506-binding protein 2	37214	https://www.ncbi.nlm.nih.gov/gene/?term=37214
Tab2	Tab2	TAK1-associated binding protein 2	37216	https://www.ncbi.nlm.nih.gov/gene/?term=37216
hts	hts	hu li tai shao	37230	https://www.ncbi.nlm.nih.gov/gene/?term=37230
Spt5	Spt5	Spt5	53442	https://www.ncbi.nlm.nih.gov/gene/?term=53442
betaTub56D	betaTub56D	beta-Tubulin at 56D	37238	https://www.ncbi.nlm.nih.gov/gene/?term=37238
CG7744	CG7744	NA	37239	https://www.ncbi.nlm.nih.gov/gene/?term=37239
par-1	par-1	par-1	2768852	https://www.ncbi.nlm.nih.gov/gene/?term=2768852
TBCB	TBCB	tubulin-binding cofactor B	37244	https://www.ncbi.nlm.nih.gov/gene/?term=37244
hpo	hpo	hippo	37247	https://www.ncbi.nlm.nih.gov/gene/?term=37247
CG15126	CG15126	NA	50202	https://www.ncbi.nlm.nih.gov/gene/?term=50202
CG11208	CG11208	NA	37285	https://www.ncbi.nlm.nih.gov/gene/?term=37285
Hsl	Hsl	Hormone-sensitive lipase	37289	https://www.ncbi.nlm.nih.gov/gene/?term=37289
PCNA	PCNA	Proliferating cell nuclear antigen	37290	https://www.ncbi.nlm.nih.gov/gene/?term=37290
RpS18	RpS18	Ribosomal protein S18	37292	https://www.ncbi.nlm.nih.gov/gene/?term=37292
CG13868	CG13868	NA	37302	https://www.ncbi.nlm.nih.gov/gene/?term=37302
CG8929	CG8929	NA	37306	https://www.ncbi.nlm.nih.gov/gene/?term=37306
rig	rig	rigor mortis	37335	https://www.ncbi.nlm.nih.gov/gene/?term=37335
exu	exu	exuperantia	37345	https://www.ncbi.nlm.nih.gov/gene/?term=37345
sktl	sktl	skittles	37356	https://www.ncbi.nlm.nih.gov/gene/?term=37356
Prosalpha3	Prosalpha3	Proteasome alpha3 subunit	37378	https://www.ncbi.nlm.nih.gov/gene/?term=37378
CG10543	CG10543	NA	37379	https://www.ncbi.nlm.nih.gov/gene/?term=37379
shg	shg	shotgun	37386	https://www.ncbi.nlm.nih.gov/gene/?term=37386
cpa	cpa	capping protein alpha	37387	https://www.ncbi.nlm.nih.gov/gene/?term=37387
mago	mago	mago nashi	37402	https://www.ncbi.nlm.nih.gov/gene/?term=37402
CG30389	CG30389	NA	37410	https://www.ncbi.nlm.nih.gov/gene/?term=37410
dom	dom	domino	45655	https://www.ncbi.nlm.nih.gov/gene/?term=45655
PTP-ER	PTP-ER	Protein tyrosine phosphatase-ERK/Enhancer of Ras1	37461	https://www.ncbi.nlm.nih.gov/gene/?term=37461
CG10321	CG10321	NA	37464	https://www.ncbi.nlm.nih.gov/gene/?term=37464
Rae1	Rae1	Rae1	37467	https://www.ncbi.nlm.nih.gov/gene/?term=37467
HmgD	HmgD	High mobility group protein D	37481	https://www.ncbi.nlm.nih.gov/gene/?term=37481
Tango11	Tango11	Transport and Golgi organization 11	246596	https://www.ncbi.nlm.nih.gov/gene/?term=246596
LBR	LBR	Lamin B receptor	37482	https://www.ncbi.nlm.nih.gov/gene/?term=37482
Snp	Snp	Snipper	37511	https://www.ncbi.nlm.nih.gov/gene/?term=37511
GlcT-1	GlcT-1	Ceramide glucosyltransferase	37516	https://www.ncbi.nlm.nih.gov/gene/?term=37516
Synj	Synj	Synaptojanin	37517	https://www.ncbi.nlm.nih.gov/gene/?term=37517
Vrp1	Vrp1	Verprolin 1	37521	https://www.ncbi.nlm.nih.gov/gene/?term=37521
ari-2	ari-2	ariadne 2	37542	https://www.ncbi.nlm.nih.gov/gene/?term=37542
pgc	pgc	polar granule component	5740599	https://www.ncbi.nlm.nih.gov/gene/?term=5740599
Rtf1	Rtf1	Rtf1	37554	https://www.ncbi.nlm.nih.gov/gene/?term=37554
qkr58E-3	qkr58E-3	quaking related 58E-3	37559	https://www.ncbi.nlm.nih.gov/gene/?term=37559
qkr58E-2	qkr58E-2	quaking related 58E-2	37562	https://www.ncbi.nlm.nih.gov/gene/?term=37562
rad50	rad50	rad50	37564	https://www.ncbi.nlm.nih.gov/gene/?term=37564
CG2852	CG2852	NA	37591	https://www.ncbi.nlm.nih.gov/gene/?term=37591
RYBP	RYBP	Ring and YY1 Binding Protein	37601	https://www.ncbi.nlm.nih.gov/gene/?term=37601
blw	blw	bellwether	37617	https://www.ncbi.nlm.nih.gov/gene/?term=37617
CycB	CycB	Cyclin B	37618	https://www.ncbi.nlm.nih.gov/gene/?term=37618
RpL23	RpL23	Ribosomal protein L23	37628	https://www.ncbi.nlm.nih.gov/gene/?term=37628
CG9896	CG9896	NA	37652	https://www.ncbi.nlm.nih.gov/gene/?term=37652
l(2)k09913	l(2)k09913	lethal (2) k09913	37661	https://www.ncbi.nlm.nih.gov/gene/?term=37661
Golgin245	Golgin245	Golgin-245	37702	https://www.ncbi.nlm.nih.gov/gene/?term=37702
mi	mi	minus	37723	https://www.ncbi.nlm.nih.gov/gene/?term=37723
wmd	wmd	wing morphogenesis defect	37727	https://www.ncbi.nlm.nih.gov/gene/?term=37727
levy	levy	levy	37728	https://www.ncbi.nlm.nih.gov/gene/?term=37728
pita	pita	pita	37730	https://www.ncbi.nlm.nih.gov/gene/?term=37730
apt	apt	apontic	37734	https://www.ncbi.nlm.nih.gov/gene/?term=37734
retn	retn	retained	45976	https://www.ncbi.nlm.nih.gov/gene/?term=45976
l(2)dtl	l(2)dtl	lethal-(2)-denticleless	46326	https://www.ncbi.nlm.nih.gov/gene/?term=46326
Sesn	Sesn	Sestrin	37755	https://www.ncbi.nlm.nih.gov/gene/?term=37755
egl	egl	egalitarian	37757	https://www.ncbi.nlm.nih.gov/gene/?term=37757
