GO ID	GO category	FDR	Enrichment Ratio	Genes
GO:0045595	regulation of cell differentiation	1.21e-5	1.2439356240409574	DnaJ-1, Mlf, stan, da, Dscam1, BRWD3, bif, swa, hdc, erm, sv, enc, grh, Ser, lid, bic, eff, osa, ctp, Khc, CHORD, brat, nudC, exu, ham, kis, polo, H15, tws, Ulp1, kn, TER94, mor, Antp, lz, Nedd4, cdi, nub, mid, sav, Bap60, Hr51, mts, Abd-B, Dab, kuz, ssh, ss, Cul1, Rcc1, Abl, Pak3, chn, Src64B, ase, G9a, sdk, wor, pk, hb, Dp, Fmr1, Stat92E, Efhc1.1, dsh, hep, slmb, stau, lbe, enok, Dlic, nau, tgo, Hs3st-B, mbt, Vmat, lbl, kibra, PDZ-GEF, N, kirre, RhoGEF2, mago, ago, Rab11, kat-60L1, CadN, Prosap, Hey, btl, Mbs, usp, tum, Mad, trc, numb, mbc, SMC2, Cyt-c-d, Mcm10, cnc, stl, RasGAP1, Pi3K92E, exd, wts, CG34401, ed, Sox21a, Arf79F, mmy, lwr, Cenp-C, Cbl, Tsc1, nito, tap, Pdcd4, sc, Nup154, Lis-1, shg, Bruce, mael, Cdc42, CG11000, Mer, CG42797, E(spl)mdelta-HLH, nudE, mop, Pak, barc, ac, yki, btd, Atg1, aop, dar1, l(2)gl, Rab35, DAAM, oc, comm, spri, raptor, lva, brm, NetB, Apc2, Tctp, Ptpmeg, Atg13, par-1, hpo, mnb, nerfin-1, Dl, Kr, ec, Akt1, Dr, Apc, SoxN, gcm2, Nedd8, tinc, vn, ari-1, klar, E(z), Pka-C1, cher, salm, chm, spn-E, Dhc64C, mspo, bun, aPKC, ttk, csw, zip, neur, Rok, dpp, pbl, sina, wg, Su(H), PGRP-LA, Imp, l(3)mbt, chic, MED6, PlexA, Rab1, NetA, RhoGAPp190, dpn, Pvf1, tai, CG5214, esg, rl, fz, Rac1, eve, Syx1A, PGRP-LF, Liprin-alpha, E(spl)m8-HLH, spas, sinah, fuss, ro, Src42A, unk, trio, Shc, heix, Ras85D, He, Wnt5, EcR, spg, rictor, Tor, Trim9, tutl, Pten, mira, didum, Roc1a, krz, Ubx, vvl, PGRP-LD, Vang, E(spl)m7-HLH, gcm, Rme-8, eya
GO:0000278	mitotic cell cycle	1.41e-5	1.2219499814727397	Capr, PEK, Ran, endos, wapl, CycB, wisp, Drp1, Fs(2)Ket, stg, Mtor, alphaTub84B, Ptp61F, dup, CycE, MCPH1, Ser, PpD3, eff, geminin, Hrb87F, CG10738, lok, ctp, Smr, pzg, gammaTub37C, polo, nej, CG8173, PTP-ER, tws, grp, asp, TER94, mor, Lam, Klp10A, CycA, alphaTub67C, vih, Syx5, dmt, rump, CycB3, kni, caup, mts, chb, CG7236, ssh, gnu, Sos, CG8188, Cks30A, pum, Rcc1, toc, del, Psc, gwl, CG7716, ase, Orc1, Sin3A, CG43163, Rbf, Dp, borr, Fmr1, mud, pav, ord, CycD, bel, dsh, slmb, dpa, mars, Act5C, glu, Pc, CycG, scra, twe, CG14891, Non2, sti, Dlic, msps, Chro, PCNA, Su(var)2-HP2, CG2104, Incenp, N, Cdc6, Kat60, Slbp, ago, AP-2alpha, dap, Top2, pnut, Syx13, Bub1, Rpn10, tum, Rab5, Mad, feo, cmet, Sap30, SMC2, Mcm10, RasGAP1, Pi3K92E, wts, vtd, tsr, alphaTub85E, Arf79F, Cdc27, CG32396, cno, Cenp-C, DNApol-alpha180, eco, mus81, Patronin, sc, trbl, Lis-1, mi, Asx, Cdk7, Grip84, Bub3, Su(var)205, E2f2, mus101, nudE, Claspin, ac, Aos1, aust, Nipped-B, Spc25, Rca1, PhKgamma, CG15056, prod, Dsor1, Rae1, Klp3A, CG8509, l(2)gl, lark, Cap-G, cal1, Rab35, Msh6, fzy, raptor, SmD3, pim, CycJ, Dlc90F, CG31802, Grip128, SH3PX1, Hmr, brm, RecQ4, Apc2, Tctp, larp, CkIIalpha, tacc, Blm, Dl, vg, ssp6, gammaCOP, CG3436, jub, fs(1)Ya, fzr2, Myb, Bap55, APC7, PPP4R2r, ncd, Map205, cdc14, CG18109, Rrp6, Eb1, mad2, E(z), cher, 14-3-3epsilon, Mis12, pds5, spn-E, cid, Dhc64C, cana, aPKC, CG11414, B52, csw, ph-p, zip, CG30183, BubR1, CDC45L, Rok, Cdc16, Nipped-A, Ctf4, CG5921, Synd, HP1e, pbl, CG5003, smt3, Zw10, betaTub85D, Su(H), san, l(3)mbt, CG7794, chic, Pp4-19C, CG14020, Grip71, Rab1, Wee1, dpn, barr, Sas-4, baz, Mnn1, rl, sub, SA, Smox, nbs, hh, Syx1A, PpV, ph-d, babo, spas, knrl, Klp67A, ric8a, DNA-ligI, ball, Mink, crol, Tor, ana2, Moe, Orc6, DNApol-alpha60, Hus1-like, thr, U2A, plu, Mob4, Cks85A, CG9286, alphaTub84D, Ocrl, Cap-D3, Act42A, RecQ5, RfC4, stmA
GO:0007167	enzyme linked receptor protein signaling pathway	2.37e-5	1.2914169146347556	hiw, Ddr, Ptp61F, Gug, grh, gcl, Bap170, CG10738, tay, kek2, cic, ebi, CG34357, bcd, Ror, cdi, mask, pnr, mts, Dab, rno, Vav, spen, Cul1, Sos, pum, for, GluRIID, Actbeta, Src64B, ey, PVRAP, CG4096, sima, Fmr1, MAN1, hep, slmb, slpr, CycG, CG14891, scw, Pdk1, svp, tgo, GluRIIE, cv-2, Ote, daw, btl, Ptp10D, dock, Neto, Mad, mbc, gro, kek4, RasGAP1, CanA1, Pi3K92E, dos, cmpy, ed, rho-5, Cbl, Tsc1, piwi, GluRIIA, trbl, sev, Lis-1, boss, cnk, bnl, Cdc42, phyl, Mer, CG9593, mop, mav, ths, srl, kek5, CG15056, Dsor1, aop, GluRIIC, CG1791, l(2)gl, Graf, CG31183, CG33958, raptor, Ptth, tsg, Crk, Cul2, stumps, S, sgl, Med, Ptpmeg, Pi3K21B, CG15529, GluRIIB, Akt1, CG31832, Ilp2, Pp2A-29B, Vps26, Nrk, wdb, Pi3K68D, htl, put, hppy, Eph, scrib, vn, sxc, Mkp3, drk, Cul3, melt, bun, ttk, fs(1)M3, csw, Sdr, opa, HDAC4, tld, sax, dpp, Pvf3, sina, lab, CG10459, fs(1)N, edl, step, magu, Pvf1, CG3216, Alk, rl, Smox, Rac1, Ptp4E, Ilp1, srw, babo, fuss, clos, Src42A, tsl, Shc, Ras85D, kek1, spg, rictor, Tor, Pvf2, Pten, tor, Roc1a, CG41520, Ilp6, Vps4
GO:0048736	appendage development	2.66e-5	1.260443888952013	e(y)3, ft, salr, d, sbb, ovo, arm, CycE, Gug, Ser, Poxn, Mrtf, Bap170, osa, ctp, lola, dy, fw, tay, trh, dco, kis, H, psq, heph, cic, dac, dx, ebi, cg, ab, kn, mor, net, lz, Nedd4, nub, jumu, Hr51, caup, eyg, Chd1, odd, spen, ss, Sos, jing, danr, fj, mwh, pk, f, al, rn, Drak, Stat92E, dsh, lbe, nmo, Dok, ara, tgo, Hs3st-B, lbl, PDZ-GEF, N, cv-2, RhoGEF2, D, Stim, polybromo, ftz-f1, sn, Mbs, RhoGAP71E, sob, Wnt6, Rab5, Mad, trc, en, skd, pygo, RasGAP1, lgs, ed, tsr, RhoGAP19D, TfAP-2, RhoGAP54D, disco, Cbl, Mtl, mam, inv, shg, cnk, Asx, Cdc42, RhoGAP92B, ck, Pak, flr, in, btd, bi, Sp1, msk, lft, MYPT-75D, Gprk2, Axn, Cip4, brm, S, Dll, Plzf, C15, Med, pot, l(3)psg2, Chi, zfh2, Su(dx), par-1, dve, mirr, Dl, vg, RhoGAP68F, fng, tnc, svr, Alh, Dr, disco-r, Cyp18a1, Rbsn-5, fru, scrib, vn, tsh, RhoGAP16F, Mkp3, Lim1, px, Pka-C1, drk, salm, Cul3, drl, mthl1, ap, tok, tow, zip, neur, Duox, tld, Rok, cos, sax, dpp, EloA, sca, parvin, upd3, wg, Su(H), Btk29A, qua, dan, step, magu, wmd, trx, rl, fz, Smox, Rac1, hh, bowl, Syx1A, sno, babo, fuss, how, Src42A, unk, trio, Shc, m, Ras85D, EcR, Hs6st, crol, wds, Ubx, hyx, Galphas, pio, sha
GO:0022603	regulation of anatomical structure morphogenesis	3.24e-5	1.2985190334134638	Mlf, stan, ft, Dscam1, BRWD3, bif, Drp1, ovo, sv, otk, Abi, eff, nudC, kn, lz, Nedd4, cdi, sav, Hr51, Abd-B, Dab, kuz, neo, ssh, ss, Dfd, Abl, Pak3, chn, Src64B, capt, G9a, pk, fwd, Fmr1, Mks1, Efhc1.1, dsh, mtsh, slpr, hop, lbe, Dok, Dlic, nau, tgo, mbt, PDZ-GEF, N, kirre, RhoGEF2, Rab11, kat-60L1, CadN, btl, Mbs, msn, Mad, trc, Cyt-c-d, Mcm10, RasGAP1, wts, CG34401, ed, Rala, mmy, ds, cno, Mtl, tap, Lis-1, gish, Cdc42, Mer, CG42797, nudE, Pak, nullo, Sec24CD, aop, dar1, l(2)gl, Rab35, DAAM, oc, pyd, raptor, lva, Arpc2, CG15283, Pgam5-2, CG11438, Dref, Med, NetB, par-1, Cad86C, ec, mey, WASp, zye, htl, put, Akap200, Apc, tinc, tsh, nyo, mspo, aPKC, ttk, bnk, csw, zip, neur, Rok, dpp, pbl, cta, sina, wg, Su(H), chic, PlexA, Rab1, SCAR, NetA, RhoGAPp190, rib, baz, Hem, rl, fz, Smox, Rac1, Ggamma1, eve, Liprin-alpha, spas, sinah, ro, Src42A, trio, Shc, m, Ras85D, Wnt5, spg, Tor, Moe, Trim9, tutl, Pten, park, vvl, Vang
GO:0060562	epithelial tube morphogenesis	4.71e-5	1.2143070289303672	e(y)3, ft, salr, hdc, d, sbb, ovo, bab1, stg, arm, CycE, otk, Gug, Ser, Poxn, Mrtf, Bap170, osa, ctp, lola, dy, fw, tay, trh, dco, kis, H, psq, heph, cic, dac, dx, ebi, cad, cg, ab, kn, mor, Lam, net, Nedd4, dmt, kkv, jumu, Hr51, wge, caup, Chd1, odd, spen, dome, ss, Sos, jing, Cks30A, fj, ase, mwh, ey, CG13366, pk, f, al, rn, Drak, foi, Stat92E, dsh, hep, slpr, hop, twi, lbe, nmo, Dok, B-H2, Hph, ara, svp, Hs3st-B, lbl, so, PDZ-GEF, N, cv-2, hyd, RhoGEF2, ago, knk, dap, Stim, btl, polybromo, ftz-f1, Ptp10D, sn, Mbs, RhoGAP71E, msn, sob, Wnt6, Rab5, Mad, trc, en, mbc, skd, pygo, RasGAP1, lgs, ed, tsr, RhoGAP19D, mmy, TfAP-2, RhoGAP54D, Cyp301a1, VhaAC39-2, Cbl, Mtl, byn, mam, fkh, inv, shg, cnk, Traf4, bnl, Asx, Cdc42, RhoGAP92B, ck, Pak, ac, flr, in, btd, bi, Sp1, Rca1, msk, Dsor1, lft, Myo31DF, l(2)gl, oc, MYPT-75D, pyd, Crk, pim, Gprk2, Axn, Cip4, CG17211, gus, brm, S, Dll, Plzf, C15, Med, pot, l(3)psg2, Chi, zfh2, Su(dx), par-1, dve, mirr, Dl, sqa, vg, gammaCOP, Kr, RhoGAP68F, fng, tnc, svr, VhaAC39-1, Dr, put, CG31406, disco-r, Cyp18a1, Rbsn-5, crb, fru, scrib, vn, tsh, RhoGAP16F, Mkp3, Lim1, px, Pka-C1, drk, salm, Cul3, chm, mthl1, aPKC, ttk, ap, tok, tow, fand, zip, neur, opa, Duox, tld, Rok, cos, sax, dpp, EloA, par-6, pbl, sca, parvin, upd3, wg, Su(H), Btk29A, qua, chic, B-H1, step, Mmp1, magu, Pvf1, wmd, barr, esg, rib, baz, Mnn1, rl, fz, Smox, Rac1, Ptp4E, hh, bowl, sno, babo, fuss, how, Src42A, unk, trio, Shc, m, Ras85D, EcR, Hs6st, crol, Tor, Moe, thr, Ubx, hyx, Galphas, pio, eya, sha
GO:0030031	cell projection assembly	4.71e-5	1.3541121144980082	Nop17l, mim, Dhc36C, CG9492, btv, dtr, rempA, Myo10A, Oseg2, Abi, Efhc1.2, CG10958, BBS8, CG34425, Klp10A, CG9313, dila, CG15208, ssh, unc, CG13617, Abl, unc-119, kra, Fmr1, CG17669, Mks1, CG15923, hep, Galphaf, PsGEF, PDZ-GEF, Cep89, CG14367, N, CG1571, pnut, btl, BBS1, cpb, sn, tsr, nompB, Oseg5, Mtl, CG17599, CG30259, shg, bnl, Cdc42, CG15666, CG17387, kon, CG13999, BBS4, in, CG15456, CG15161, CG5964, Rab35, CG31803, DAAM, CCDC151, CG10839, CG42366, Tektin-A, Arpc2, atk, SH3PX1, CG5142, asl, Kap3, l(2)41Ab, CG6971, tilB, Cby, nsr, CG4525, CG3085, Tm1, CG1126, vn, Mst84Dd, Zmynd10, Mst84Db, CG10859, aPKC, ana1, psidin, CG11448, par-6, parvin, kug, Oseg4, chic, cpa, Tektin-C, SCAR, ena, CG10874, Pvf1, Klp59D, CG8800, Sas-4, baz, Hem, CG33052, Rac1, hh, CG10510, CG3259, CG5458, Arpc1
GO:0007618	mating	4.91e-5	1.3421288214493532	sra, btv, SIFaR, eag, Nlg2, Poxn, Pkd2, prt, Ir84a, lig, Gr21a, Abd-B, CG15208, Pp1-13C, ss, Gr98b, Gr59b, retn, Pde1c, y, Fmr1, mGluR, Jhe, Gr68a, Gr93b, SPR, hec, Gr9a, Gr33a, Sems, cac, tim, 5-HT7, Gr10b, Gr59a, Gr59c, Gr58a, Acp36DE, Gr57a, tra, Tab2, CG12316, FoxP, 5-HT1A, Gr22e, Gr77a, Tbh, ppk23, dsf, TfAP-2, Gr10a, Gr59e, Gr36b, amn, Gr32a, Gr28b, Gr36c, CASK, Gr98a, tipE, lush, egh, CG15200, Gr39a, Gdh, Gr22a, Cyp4d21, tilB, aqrs, Gr59d, lobo, Gr93d, Alh, Ilp2, ppk29, intr, ppk25, Gr28a, Gr63a, jhamt, fru, lectin-46Ca, Gr97a, per, lov, Gr59f, NPF, Gr36a, Adar, mil, Gr43a, Gr23a, Btk29A, Gr22f, Gr8a, w, Dup99B, to, Gr93a, Acp29AB, CG9997, natalisin, Gr98c, Gr22b, Gr92a, Gr22c, lectin-46Cb, Gr47b, Acp33A, Or67d, Acp32CD, Gr98d, ple, Moe, Oamb, Gr66a, tko, Gr39b, qtc
GO:0048598	embryonic morphogenesis	7.09e-5	1.2932093699914697	Drp1, stg, 5-HT2A, arm, Ptp61F, Myo10A, trh, kuk, shd, cad, kkv, jumu, pnr, sad, Dab, odd, Vav, hkb, pum, bin, Abl, tup, ase, lin, dsh, dl, hep, slpr, hop, twi, lbe, scw, Dok, svp, lbl, PDZ-GEF, N, RhoGEF2, Dtg, Rab11, wntD, knk, Mbs, RhoGAP71E, msn, sob, Rab5, Mad, mbc, Prosalpha6, Orct2, Pi3K92E, ed, Rala, bap, yrt, mmy, lwr, cno, Mtl, byn, trbl, tin, mam, fkh, shg, Traf4, Cdc42, Pld, CG41099, Pak, ac, nullo, ths, btd, PhKgamma, aop, l(2)gl, Rab35, chrb, run, pyd, pim, Gprk2, stumps, 18w, Npc1b, zen, POSH, S, sgl, C15, gol, Kr, RhoGAP68F, alpha-Cat, tnc, htl, put, crb, scrib, p120ctn, tsh, Lac, dib, mthl1, aPKC, fand, zip, tld, Mcr, Rok, sr, dpp, par-6, pbl, cta, wg, Btk29A, chic, ena, step, Mmp1, Pvf1, barr, abd-A, rib, baz, scyl, Patj, Rac1, Ggamma1, bowl, eve, srw, slp1, slou, Src42A, Irp-1A, tsl, Traf6, ric8a, Ras85D, EcR, tor, thr, krz, Ubx, btsz
GO:0051130	positive regulation of cellular component organization	1.15e-4	1.258286391441137	stan, Jupiter, Rpt1, Drp1, Mtor, Abi, Pcl, CG11486, Abp1, nudC, Cp190, simj, dco, ebi, Lam, Nedd4, vih, Bap60, Hr51, chb, Vav, Nup98-96, spz, Tao, Abl, Pak3, kra, G9a, pk, Stat92E, Su(var)3-7, dsh, hep, hop, z, stau, nmo, caz, PsGEF, cac, msps, tim, nau, Rpt3, Vrp1, Ada2b, kat-60L1, AP-2alpha, Prosap, Ssrp, cpb, trr, Bsg25A, wde, Mad, numb, Pi3K92E, pgc, Arf79F, mmy, Cbl, Mtl, Rpt4R, piwi, loh, Lis-1, gish, nod, Rack1, Cdc42, Su(var)205, Elba3, RhoGAP92B, Pld, kon, Rtf1, nudE, Pak, flr, yki, CG15456, CASK, Nipped-B, Cad99C, Sec24CD, Rpt5, dar1, cal1, Rab35, DAAM, Graf, comm, spri, Tbp, raptor, lva, CoRest, Arpc2, Gprk2, Cip4, Pgam5-2, Pkc53E, Med, Tctp, Rpt6R, chinmo, mnb, spir, RhoGAP68F, Akt1, eater, svr, WASp, RhoBTB, BicD, APC7, Taf1, E(z), drk, cher, Ank2, cid, Dhc64C, aPKC, Rpt6, CaBP1, BubR1, Rok, Cdc16, sax, scny, Synd, psidin, Chc, Rpt4, par-6, HP1e, kug, Imp, chic, Arfip, PlexA, Rab1, SCAR, dpn, Ssb-c31a, ena, Tnks, Rpt3R, Nrx-1, fz, Mitf, mlt, Synj, wash, CG33052, Rac1, spas, esc, trio, Wnt5, Syx7, rictor, egg, Tor, Moe, park, didum, PICK1, Snx16, prtp, Arpc1, krz, Taf2, Vang, inaC
GO:0007164	establishment of tissue polarity	2.21e-4	1.4191802758182748	stan, ft, d, otk, grh, Abi, lola, fw, dco, nej, hbs, caup, CadN2, spen, rdx, fj, mwh, fred, pk, fwd, Mks1, dsh, hep, Wnt4, hop, rin, nmo, ara, svp, N, CadN, msn, ed, tsr, Rala, ds, cno, Mtl, shg, gish, Cdc42, flr, in, msk, aop, jbug, CG15283, CG11438, S, par-1, mirr, Dl, ec, Akap200, Rbsn-5, scrib, tow, zip, Rok, sca, kug, baz, fz, Patj, Rac1, Shroom, ro, sano, Ras85D, Pten, Vang, btsz
GO:0048569	post-embryonic animal organ development	2.21e-4	1.196662064093507	e(y)3, ft, salr, d, sbb, ovo, bab1, stg, arm, sns, nsl1, CycE, otk, Gug, Ser, lid, Poxn, Mrtf, Bap170, osa, ctp, lola, dy, fw, tay, dco, kis, H, psq, prc, heph, cic, dac, dx, ebi, cg, ab, Tl, Ulp1, kn, mor, net, lz, Nedd4, Syx5, jumu, Hr51, wge, caup, Chd1, odd, spen, dome, Nup98-96, akirin, ss, spz, Sos, jing, Cks30A, fj, chn, mwh, ey, CG13366, Sin3A, pk, f, al, rn, Drak, Poxm, Stat92E, dsh, hep, slpr, hop, lms, lbe, nmo, Dok, B-H2, ara, nau, Hs3st-B, lbl, so, PDZ-GEF, N, kirre, cv-2, hyd, RhoGEF2, dap, Stim, polybromo, ftz-f1, sn, Mbs, RhoGAP71E, msn, sob, Wnt6, Rab5, Mad, trc, en, mbc, skd, pygo, RasGAP1, lgs, ed, tsr, RhoGAP19D, lwr, TfAP-2, RhoGAP54D, Cyp301a1, Cbl, Mtl, loh, mam, inv, shg, cnk, Traf4, Asx, Cdc42, RhoGAP92B, ck, Pak, flr, in, ths, btd, bi, Sp1, Rca1, msk, lft, Myo31DF, l(2)gl, oc, MYPT-75D, Crk, Gprk2, lolal, Axn, Cip4, gus, brm, S, Dll, Plzf, C15, Med, pot, l(3)psg2, Chi, zfh2, CG8149, Su(dx), par-1, dve, mirr, Dl, sqa, vg, RhoGAP68F, Adgf-A, fng, tnc, svr, Alh, htl, Dr, CG31406, disco-r, Cyp18a1, Rbsn-5, Pkg21D, fru, scrib, vn, tsh, RhoGAP16F, Mkp3, klar, Lim1, px, Pka-C1, drk, cher, salm, Cul3, chm, bip1, crp, mthl1, ap, tok, tow, zip, neur, opa, Duox, tld, Rok, cos, sax, dpp, EloA, sca, parvin, upd3, wg, Su(H), Btk29A, qua, chic, B-H1, tub, step, Mmp1, magu, wmd, esg, Noa36, Mnn1, rl, fz, Smox, Rac1, hh, bowl, sno, babo, fuss, how, Src42A, unk, trio, Shc, m, heix, Ras85D, He, EcR, Hs6st, crol, Tor, Moe, krz, Ubx, hyx, Galphas, gcm, pio, eya, sha
GO:0001738	morphogenesis of a polarized epithelium	2.65e-4	1.3941241268808051	stan, ft, d, otk, grh, Abi, lola, fw, dco, nej, hbs, caup, CadN2, spen, rdx, fj, mwh, fred, pk, fwd, Mks1, dsh, hep, Wnt4, hop, rin, nmo, ara, svp, N, CadN, msn, ed, tsr, Rala, yrt, ds, cno, Mtl, shg, gish, Cdc42, flr, in, msk, aop, l(2)gl, Rab23, jbug, CG15283, CG11438, S, par-1, mirr, Dl, ec, Akap200, Rbsn-5, scrib, Dhc64C, aPKC, tow, zip, Rok, par-6, sca, kug, baz, fz, Patj, Rac1, Shroom, ro, sano, Ras85D, Pten, Vang, btsz
GO:0007635	chemosensory behavior	3.54e-4	1.3637528089055726	sra, Dop1R1, TkR99D, rad, me31B, prt, GABA-B-R2, Gr21a, Gr98b, Or22a, Gr59b, Fmr1, Nmdar1, Or1a, Gr68a, Gr93b, Or49a, Ir64a, Gr9a, Gr33a, Or42a, acj6, Gr5a, Or83a, Gr10b, Gr59a, Gr59c, Gr58a, Gr57a, NaCP60E, Gr22e, Gr77a, CG9664, Atx2, Ih, Gr10a, Gr59e, Gr36b, amn, gish, Gr32a, Gr28b, Gr36c, NPFR, Gr98a, lush, Gr39a, AGO1, Gr22a, Dll, mnb, aru, Gr59d, Gr93d, Ir8a, Gr28a, Gr63a, Rdl, Gr97a, scrib, vn, Gr59f, Pka-C1, NPF, drk, drl, Gr36a, Dyrk2, Orco, Gr43a, Gr23a, Gr22f, Gr8a, futsch, Gr93a, Gr98c, Gr22b, Alk, Gr92a, Gr22c, Gr47b, Ggamma1, Gr98d, Oamb, Gr66a, Gr39b
GO:0031344	regulation of cell projection organization	3.54e-4	1.3515804328680106	stan, Dscam1, bif, Abi, CHORD, nudC, ham, kn, Nedd4, sav, Hr51, kuz, ssh, ss, Abl, Pak3, kra, G9a, pk, Fmr1, Efhc1.1, dsh, hep, Galphaf, Dlic, PsGEF, N, RhoGEF2, kat-60L1, CadN, Prosap, btl, cpb, trc, Pi3K92E, wts, CG34401, tsr, mmy, tap, Lis-1, Cdc42, kon, CG42797, nudE, Pak, CG15456, Cad99C, dar1, Rab35, DAAM, comm, raptor, lva, NetB, Akt1, Tm1, aPKC, Rok, psidin, par-6, pbl, kug, Imp, chic, cpa, PlexA, Rab1, SCAR, NetA, RhoGAPp190, ena, Klp59D, baz, fz, CG33052, Rac1, eve, Liprin-alpha, spas, trio, Shc, Wnt5, rictor, Tor, Trim9, tutl, Pten, Arpc1, vvl, Vang
GO:1901700	response to oxygen-containing compound	5.78e-4	1.2110846307996364	BRWD3, Nos, Dop1R1, eag, Ac78C, Ptp61F, hang, Set2, Poxn, pzg, dco, Rab10, mts, Gr21a, E(bx), iav, Nup98-96, Gr98b, Cul1, apt, PyK, pum, Tao, Gr59b, for, Dop1R2, kra, Iswi, G9a, Sik2, CG12229, GlyS, sima, Fmr1, Jhe, Stat92E, Nmdar1, bel, Gr68a, Sod3, Gr93b, slmb, slpr, rig, CycG, nan, mAChR-A, Ir64a, Gr9a, CG7362, Gr33a, Pdk1, svp, Gr5a, tgo, Adh, Vmat, Vrp1, Toll-9, Gr10b, Gyc88E, Gr59a, Gr59c, Gr58a, Trf2, CG11249, Gr57a, ftz-f1, Tdc1, Sesn, dock, trr, usp, Desi, mAChR-B, Gr22e, Gr77a, ry, Tbh, CanA1, Pi3K92E, Tsc1, CG9314, Gr10a, Gr59e, trbl, Gr36b, fkh, boss, amn, ppk28, klg, cnk, Gr32a, Crtc, Gr28b, Clic, Gr36c, whd, Pak, CASK, srl, Dsor1, Gr98a, CTCF, l(2)gl, Gclm, lush, raptor, ort, homer, CG7551, Gr39a, HHEX, CG2964, POSH, Gr22a, S, pxb, l(3)psg2, Pi3K21B, CapaR, ktub, aru, Gr59d, Gr93d, Rab8, Akt1, Pxd, Ilp2, Pp2A-29B, Ir8a, wdb, Tdc2, cyc, hppy, Gr28a, Akap200, Gr63a, su(Hw), Gr97a, per, PHGPx, Gr59f, Pka-C1, cher, Eip75B, Arf51F, Gr36a, melt, Sdr, ph-p, Duox, HDAC4, Orco, sca, Gr43a, Gr23a, Gr22f, Gr8a, Nurf-38, Gr93a, wtrw, Arfip, mth, CG3790, Cat, step, CG4390, Gr98c, Pde8, Gr22b, CG12289, AcCoAS, Sirup, rl, Gr92a, Gr22c, Vps35, Gr47b, Ptp52F, Ilp1, RagC-D, Crz, CG10924, Cyp6d2, Gr98d, dpr9, EcR, Sod2, rictor, Tor, Pten, Hr38, PICK1, Gr66a, CrzR, Roc1a, Ilp6, Gr39b, swi2, CG5948, inaC, Galphas, Utx
GO:0008544	epidermis development	6.17e-4	1.521288874898096	ft, ovo, fw, dco, spen, fj, mwh, pk, f, lin, dsh, lbe, lbl, N, daw, sn, Mbs, trc, tsr, cno, Mtl, Cdc42, ck, flr, in, l(2)gl, Cip4, par-1, WASp, Rbsn-5, scrib, tsh, tio, tow, zip, Rok, wg, qua, fz, Rac1, hh, m, EcR, sha
GO:0019932	second-messenger-mediated signaling	6.17e-4	1.365702512692609	CG16721, sra, Nos, Dop1R1, Ac78C, rk, TrpA1, CG43373, hang, rdgC, CG10738, CngA, Oct-TyrR, CG34357, AdoR, CG3822, Gycbeta100B, CG32305, Ac3, Gyc32E, GluRIID, Dop1R2, TyrRII, Spn, Ir64a, Octbeta3R, cac, ACXA, GluRIIE, 5-HT7, ACXB, CG15556, CG42260, Gyc88E, CngB, Galphai, Lgr1, CanA1, CG11318, GluRIIA, amn, Cngl, CG13526, CG18208, Pdfr, Cad99C, GluRIIC, Pp2B-14D, CG31183, Octbeta1R, Gprk2, CanA-14F, CG31802, Dop2R, Ca-alpha1D, CG13898, CG32301, GluRIIB, TpnC41C, ACXD, Ir8a, CG7497, CG9406, Lgr3, Pka-C1, Eip63F-1, CG11638, olf186-F, CG3216, CG30378, Ca-beta, Dh31, Ir92a, TpnC4, Nplp1, ACXC, inaC, Galphas, trpl
GO:0051960	regulation of nervous system development	6.17e-4	1.2121032049214193	stan, da, Dscam1, BRWD3, bif, hiw, hdc, erm, sv, grh, eff, osa, ctp, Abp1, nos, CHORD, brat, nudC, simj, ham, kis, polo, stj, tws, kn, mor, Antp, Nedd4, cdi, nub, mid, sav, Bap60, Hr51, mts, Dab, kuz, ssh, ss, Cul1, pum, Rcc1, Abl, Pak3, Src64B, ase, G9a, sdk, wor, pk, hb, Patr-1, Fmr1, Efhc1.1, dsh, slmb, stau, lbe, Spn, nmo, Dlic, caz, cac, tgo, Hs3st-B, mbt, Vmat, lbl, kibra, PDZ-GEF, N, Kat60, RhoGEF2, ago, Rab11, kat-60L1, CadN, Prosap, Hey, btl, cpb, Mbs, Mad, trc, Cul5, numb, Mcm10, stl, RasGAP1, Pi3K92E, wts, CG34401, ed, Arf79F, mmy, Eps-15, tap, sc, Lis-1, Cdc42, RhoGAP92B, Mer, CG42797, E(spl)mdelta-HLH, nudE, mop, Pak, barc, ac, yki, nwk, btd, CASK, Rae1, aop, dar1, l(2)gl, DAAM, oc, Syn2, comm, raptor, lva, Octbeta1R, Cul2, Cip4, brm, Med, NetB, hpo, mnb, nerfin-1, Dl, dbo, Kr, RhoGAP68F, unpg, Rab8, Akt1, WASp, PIP5K59B, SoxN, tinc, ari-1, Syx4, E(z), Ank2, Dhc64C, bun, aPKC, ttk, csw, neur, Rok, sax, Synd, pbl, sina, Imp, futsch, chic, Arfip, MED6, PlexA, Rab1, NetA, RhoGAPp190, dpn, ena, CG5214, Syn1, rl, fz, Rac1, eve, Liprin-alpha, E(spl)m8-HLH, spas, sinah, ro, Src42A, unk, trio, Shc, Ras85D, Wnt5, EcR, spg, rictor, Tor, Trim9, tutl, Pten, Mob4, Snx16, Roc1a, vvl, Vang, E(spl)m7-HLH, gcm
