GO ID	GO category	FDR	Enrichment Ratio	Genes
GO:0007618	mating	7.55e-4	1.3571126834935052	SIFaR, btv, eag, Pkd2, lig, FoxP, Poxn, Fmr1, amn, Pp1-13C, Nlg2, 5-HT7, egh, Gr21a, Gr66a, y, mGluR, Gr68a, Gr59a, CG15208, ss, Gr10a, Gr98a, CG17575, Abd-B, Ir84a, Gr59b, Gr9a, prt, cac, Tab2, Tbh, Gr98b, retn, CG12316, Gr10b, hec, Pde1c, Gr93b, sra, 5-HT1A, tilB, dsf, Sems, ppk23, Gr59d, Acp36DE, Gr39a, Gr77a, Gr57a, mil, CG15200, Gr36b, Gr58a, lectin-46Ca, lush, aqrs, TfAP-2, CASK, Gr22a, Gr28b, CG9997, antr, Moe, Gr32a, Jhe, Gr43a, intr, Gr36a, Alh, Gr28a, tim, Gr93a, Gdh, lov, Gr98c, Gr23a, Gr59c, Gr63a, natalisin, Gr22e, spin, corto, Adar, ppk25, Gr8a, Acp33A, Gr36c, tipE, Gld, Dup99B, Gr47b, Gr22f, ppk29, Gr22c, Gr33a, Ilp5, Gr97a, Gr93d
GO:0007635	chemosensory behavior	7.55e-4	1.4262721435545778	Dop1R1, rad, GABA-B-R2, TkR99D, me31B, Fmr1, amn, Nmdar1, Atx2, Gr21a, Gr66a, Gr68a, Gr59a, Or42a, Gr10a, Gr98a, Gr59b, Gr9a, prt, Gr98b, acj6, Gr5a, Gr10b, Gr93b, Orco, NPFR, Or49a, Ir8a, sra, Ir64a, Gr59d, NaCP60E, Gr39a, Or1a, Gr77a, Gr64a, CG9664, Gr57a, Or83a, Gr36b, mnb, Gr58a, lush, Gr22a, Gr28b, scrib, Gr32a, Or22a, AGO1, Alk, Gr43a, spi, Gr36a, gish, Gr28a, Gr93a, Gr98c, Gr23a, Gr59c, Gr63a, Gr22e, Pp1-87B, Gr8a, Gr36c, Gr47b, futsch, Pino, Gr22f, Gr22c, Gr33a, Dll, Gr97a, vn, Gr93d
GO:0008544	epidermis development	7.55e-4	1.6389175030167467	ft, fw, f, sn, spen, dco, Cdc42, mwh, lbl, tsr, pk, ovo, cno, tio, Mbs, zip, fj, Mtl, lin, dsh, sqh, in, l(2)gl, trc, scrib, lbe, par-1, Cip4, Rho1, flr, vri, tsh, N, WASp, puc, Rac1, Rok, tow, wg
GO:0030855	epithelial cell differentiation	8.26e-4	1.2321825572352463	Muc4B, ft, rk, cact, mim, da, Abi, lig, CG1077, Hsp60C, geminin, hbs, fw, Khc, shd, me31B, Mrtf, Rab11, f, Ssrp, CG15721, apt, squ, cic, dup, Scm, sn, spen, dome, Uba1, cyr, kra, ab, egh, grh, RanBPM, Fs(2)Ket, CG12716, CG15571, nej, Abl, kis, Traf4, CycE, Tao, rin, Pxt, fs(1)Yb, bun, Tsc1, dco, Cp7Fa, slmb, Pxd, Cdc42, mwh, Abd-B, Galphai, tin, chif, tsr, pk, Prosalpha7, phm, Lis-1, AP-2alpha, Rbf, ovo, Smr, zye, Dp, btl, hep, tio, Mbs, Vav, Not1, Cp36, Mad, yrt, usp, Rab5, nudE, PCNA, zip, kuz, aop, Src64B, fj, RN-tre, slpr, Muc12Ea, wts, RhoGEF2, shg, toc, Rab35, Pi3K92E, mam, Mtl, jing, smt3, spoon, mop, jvl, dsh, cpb, CASK, sqh, in, Cf2, kibra, CG4066, Rala, trc, hop, scrib, CG13113, stai, par-1, Cip4, Crk, rols, dimm, Cbl, CG32642, RhoGAP71E, Rho1, flr, Hrs, aPKC, vri, tsh, mip120, spi, mbc, ed, Hsc70-4, N, Stat92E, yki, neo, Gprk2, armi, fs(2)ltoPP43, mael, Evi5, Ras85D, WASp, Femcoat, puc, S, Dsor1, Burs, cindr, polybromo, nyo, Pax, kst, Spt6, gus, Rac1, Rok, Catsup, Ilp8, CG41099, CalpB, Dl, Klc, alpha-Cat, ena, cos, RecQ4, hpo, CG31926, ttk, csw, Rab7, H15, mip130, pim, Rab3-GAP, phyl, psidin, Dhc64C, tow, spir, vn, sqd, Tsp26A, Myb, M1BP, sc, spri, pic, CG4552, Ssk, wg, Axn
GO:0009792	embryo development ending in birth or egg hatching	0.00126	1.334032535815044	Myo10A, sns, srp, Cp190, CycB, shd, CG34402, Rab11, kirre, mmy, grp, Abl, pnr, Traf4, arm, exu, gw, Cdc42, E(spl)mdelta-HLH, lolal, chn, phm, Deaf1, tup, cno, hep, kn, alphaTub67C, E(spl)m3-HLH, BthD, lwr, Mbs, Vav, chrb, Mad, yrt, Rab5, jumu, zip, aop, slpr, RhoGEF2, shg, Doc1, Pi3K92E, chic, Mtl, pum, scyl, KCNQ, sad, CG32206, dsh, PDZ-GEF, sqh, l(2)gl, E(spl)m7-HLH, Rala, sced, scrib, Src42A, faf, msn, Arpc1, oc, lark, Rif1, ash1, Rho1, alph, Dab, tsh, spi, mbc, ed, N, E(spl)mgamma-HLH, Dok, Ras85D, dpn, raw, Pak, puc, upd2, E(spl)m8-HLH, dib, Ack-like, ems, Rac1, AGO2, Rok, alpha-Cat, ena, POSH, rib, E(spl)m5-HLH, Eip63E, Mcr, mei-41, wg, pyd, Sec61alpha
GO:0007163	establishment or maintenance of cell polarity	0.00126	1.3173207992552696	stan, ft, Ran, d, mts, CG45105, prc, Abi, lig, hbs, fw, Khc, CadN2, Rab11, fred, tws, Klp10A, capt, sn, rdx, sff, egh, grh, ds, nej, CadN, lola, rin, dco, slmb, Cdc42, mwh, ctp, Galphai, asp, chb, mago, tsr, pk, osk, Lis-1, 14-3-3epsilon, ara, cno, Dp, heph, sktl, Grip, CG5964, yrt, Rab5, nudE, mud, zip, aop, Syx7, fj, shg, Rab6, caup, Mtl, btz, nmo, spoon, msps, jvl, sca, nod, dsh, fz3, CASK, l(2)gl, Rala, Moe, hop, scrib, par-1, msk, Cbl, Csk, Rho1, aPKC, spi, ed, ec, N, Sec24CD, gish, ro, mael, Ras85D, Cont, S, Rac1, TBCB, Rok, Dl, alpha-Cat, Dg, Patj, CG6664, csw, egl, CG45049, rib, Vps4, BicD, Dhc64C, sqd, Klp68D, pyd
GO:0035220	wing disc development	0.00162	1.2332201141895935	ft, d, mts, Sb, CG1943, Ser, Amun, cg, Poxn, fw, tld, CG5890, tay, sbb, salr, Nop60B, Mrtf, Wnk, dy, f, Bap170, cic, Gug, Hr51, capt, sn, spen, inv, dome, Sin3A, Su(Tpl), ab, Set2, mor, kis, lola, psq, CycE, H, osa, arm, dco, Cdc42, wmd, mwh, fray, eyg, dom, ctp, Chd1, CG14073, tsr, pk, CG13366, Mrp4, CG11399, 14-3-3epsilon, CG32301, tup, dx, ara, Nedd4, Rack1, Sox15, kn, G9a, heph, Mbs, CG4477, Mad, CG16884, Rab5, jumu, bi, Su(dx), zip, fj, RasGAP1, RhoGEF2, shg, Doc1, disco-r, Wnt6, CtBP, mam, tnc, skd, caup, Mtl, jing, nmo, lin, Pp2B-14D, CG8405, sca, dsh, cpb, Drak, PDZ-GEF, sqh, in, tok, lgs, trc, lilli, hop, scrib, crol, Src42A, par-1, Cip4, ebi, vg, msk, Ada2b, Cbl, MYPT-75D, Asx, Rho1, cpa, flr, brm, vri, tsh, spi, CG8149, path, ed, N, Stat92E, Gprk2, Notum, puf, en, E(spl)mgamma-HLH, Su(H), Snx3, Dok, Ras85D, chm, S, hyx, Ndfip, tx, corto, Nup154, net, Pax, pygo, zfh2, gus, Rac1, nito, Rok, hyd, Cul3, cnk, pot, Dl, fuss, Hs3st-B, cos, Dg, Rab7, cv-2, lft, tow, babo, Chi, Dll, vn, how, Mkp3, pic, Irk2, wg, Axn, pyd
GO:0007167	enzyme linked receptor protein signaling pathway	0.00162	1.2724297261901665	Ddr, mts, CG10738, Cul1, Ror, CG34357, tld, Ptp61F, kek2, tay, Fmr1, tgo, Bap170, cic, Gug, GluRIIE, spen, gcl, for, mask, hiw, grh, CG15056, pnr, ey, GluRIID, bun, Tsc1, CG14891, rho-5, slmb, sima, Cdc42, ths, Neto, MAN1, kek4, Actbeta, sev, Lis-1, PVRAP, btl, hep, CG9593, Vav, gro, Pp2A-29B, CG4096, Mad, GluRIIA, boss, aop, Src64B, cmpy, Pdk1, rno, RasGAP1, slpr, Ptth, Pi3K92E, wdb, pum, GluRIIC, Ote, Vps26, CycG, mop, bcd, Sdr, Akt1, l(2)gl, Sos, CG33958, scrib, Ptp10D, Src42A, Crk, ebi, srl, Alk, piwi, Cbl, Pvf2, cdi, GluRIIB, alph, Dab, Hrs, spi, mbc, ed, srw, Mer, scw, Ras85D, Acsl, S, Pvf3, Dsor1, dos, mav, spin, Cul2, CanA1, Nrk, Rac1, CG41520, Ilp8, Cul3, opa, CG10459, cnk, kek6, CG31183, fuss, Thor, ttk, htl, tsg, csw, cv-2, Graf, phyl, Vps4, Ilp5, babo, CG31832, dock, sgl, vn, Mkp3, Irk2, Socs16D, rau, HDAC4, stumps, Ilp1
GO:0046530	photoreceptor cell differentiation	0.00162	1.3194151089520187	stan, prom, mts, Rip11, lz, eff, sv, BRWD3, hbs, Khc, RhoGAP100F, CadN2, Rab11, tgo, capt, B-H2, ru, Atx2, mask, grh, nej, ey, dac, CadN, lola, rin, osa, bun, arm, ss, E(spl)mdelta-HLH, tsr, sev, Lis-1, CG13251, Optix, Syn2, Mbs, Cam, yrt, boss, sav, mbt, aop, Src64B, rno, RasGAP1, wts, gl, Rab6, ben, cnn, mop, sca, dsh, PDZ-GEF, Sos, Rala, lilli, Pph13, Moe, hop, scrib, Src42A, ebi, Alk, msk, msn, oc, ninaG, Cbl, cdi, alph, Ire1, Dab, spi, ed, Mcm10, N, B-H1, ro, Mer, Nf-YA, Ras85D, klg, SP2353, S, klar, Dsor1, dos, Doa, vimar, Nrk, Rac1, cnk, Dl, hpo, Patj, ttk, csw, sinah, phyl, Vps4, eys, rau
GO:0000278	mitotic cell cycle	0.00178	1.1997933208708902	endos, Capr, CG43163, Ran, mts, Act5C, Ser, eff, wisp, CG10738, wapl, geminin, stg, CycB, TER94, Mtor, Ptp61F, Hrb87F, Drp1, Fmr1, Lam, Arf79F, CG8188, Non2, tws, Klp10A, dup, MCPH1, Act42A, pnut, polo, CG8173, pzg, alphaTub84B, Dlic, Sin3A, grp, gammaTub37C, rump, Fs(2)Ket, CG15056, ase, bel, nej, mor, PpD3, CycE, fzr2, CycB3, Cks30A, CG14891, vih, Rcc1, slmb, CycA, ssh, Syx5, ctp, del, Sap30, lok, asp, Claspin, CG7236, chb, tsr, Psc, PEK, pav, dap, borr, Rpn10, Lis-1, AP-2alpha, glu, gwl, Cdc27, Rbf, 14-3-3epsilon, Smr, cno, Dp, CG3436, Dlc90F, Syx13, alphaTub67C, Slbp, CG7716, PTP-ER, gnu, Mad, Rab5, B52, nudE, alphaTub85E, PCNA, betaTub85D, mud, zip, Cdc6, scra, Bub1, RasGAP1, twe, wts, CkIIalpha, feo, mi, Su(var)205, toc, vtd, Rab35, SMC2, ord, Pi3K92E, SmD3, CG18109, chic, Synd, CG32396, Pc, dpa, caup, cal1, pum, Su(var)2-HP2, ben, Top2, ago, smt3, eco, Kat60, CycG, dmt, tum, Orc1, msps, Incenp, dsh, sqh, l(2)gl, Sos, CycD, Chro, Moe, crol, Rae1, CG8509, vg, ssp6, lark, gammaCOP, Asx, Rho1, alph, larp, aust, brm, Bub3, aPKC, Mcm10, N, Spc25, Blm, Syx1A, PhKgamma, DNApol-alpha180, Aos1, PPP4R2r, Rrp6, cmet, Rab1, Nipped-B, sti, Tctp, SH3PX1, Su(H), betaTub60D, fzy, dpn, puc, Dsor1, Patronin, san, mus101, prod, Non1, Cap-G, Pp1-87B, corto, tacc, Klp3A, Zw10, MED22, mad2, CG14020, Cenp-C, Hmr, Grip84, RpS3, CG2104, Rok, Rca1, Dl, Grip128, RecQ4, kni, HP1e, Msh6, csw, cid, pim, Dhc64C, Map205, babo, mars, Spindly, Myb, alphaTub84D, sc, pont, CG11788, CG5003, U2A, mei-41, Hus1-like, CG7794
GO:0051321	meiotic cell cycle	0.00209	1.2817175344105327	endos, Ran, bif, east, eff, wisp, wapl, stg, enc, mtsh, RpA-70, lid, Lam, SRPK, Arf79F, Rab11, Klp10A, mod(mdg4), polo, grp, gammaTub37C, CycE, dhd, RanGAP, fzr2, eIF4G2, Cks30A, Syx5, pelo, del, lok, asp, tsr, oaf, pav, dap, mia, gwl, Nup62, Syx13, lwr, CG7716, nos, sra, Rab5, nudE, mud, scra, Src64B, Bub1, RasGAP1, twe, CG12200, ord, CG18109, chic, Synd, cal1, CanB2, yem, JIL-1, tomb, Top2, eco, CycG, cnn, Pp2B-14D, msps, Incenp, sca, nod, SA-2, Nup93-1, tos, topi, Rae1, His3.3B, Cdc37, can, mei-218, Fim, fwd, gammaCOP, mei-P22, larp, aust, RPA2, Arf51F, Mcm10, Spc25, Blm, mtrm, Topors, Mer, Rab1, Nipped-B, sti, mael, ifc, fzy, Doa, tacc, Klp3A, Nup154, Zw10, Cenp-C, Grip84, bgcn, hyd, rad50, mei-W68, Rca1, tef, Grip128, krimp, Msh6, CG6664, mei-P26, spir, hts, shu, mei-41, Hus1-like, hdm
GO:0051960	regulation of nervous system development	0.00274	1.2301541853250515	stan, Dscam1, bif, mts, da, eff, Cul1, sv, BRWD3, Kr, Fmr1, Arf79F, Rab11, Efhc1.1, tgo, tws, polo, Hr51, Dlic, mmy, erm, hiw, grh, ase, Abl, mor, kis, CadN, brat, osa, bun, ss, Rcc1, slmb, Cdc42, Hey, ssh, ctp, E(spl)mdelta-HLH, RhoGAP92B, cac, lbl, NetB, Cul5, stj, pk, Syn1, Antp, Lis-1, Nedd4, Octbeta1R, btl, simj, kn, G9a, caz, hdc, wor, Patr-1, E(spl)m3-HLH, Syn2, Mbs, barc, nos, CG34401, Mad, Bap60, nudE, sav, mbt, stau, kuz, aop, Src64B, hb, Spn, eve, RasGAP1, wts, RhoGEF2, ham, Pi3K92E, nerfin-1, chic, Synd, ari-1, pum, kat-60L1, numb, ago, nmo, Kat60, mnb, mop, dsh, cpb, Akt1, PDZ-GEF, CASK, l(2)gl, kibra, E(spl)m7-HLH, Rab8, trc, lbe, Pak3, tap, Src42A, Rae1, Cip4, oc, cdi, Rho1, Abp1, alph, Dab, brm, aPKC, spi, Prosap, ed, Mcm10, N, yki, Trim9, ro, Mer, E(spl)mgamma-HLH, Rab1, Ras85D, Acsl, WASp, dpn, Pak, Sox14, spin, E(spl)m8-HLH, MED22, Cul2, RhoGAPp190, lva, Rac1, RhoGAP68F, btd, MED6, Rok, nudC, Vmat, Dl, MED31, nwk, unpg, comm, gcm, Hs3st-B, futsch, ena, hpo, ttk, csw, sinah, E(spl)m5-HLH, DAAM, Dhc64C, Imp, sc, Lrrk
GO:0044782	cilium organization	0.00283	1.39634267976432	CG9492, Dhc36C, btv, rempA, Oseg2, unc, dila, Fmr1, Klp10A, unc-119, pnut, Efhc1.2, CG5142, CG17669, CG9313, CG15208, CG17387, dtr, Oseg4, CG7886, CG34425, CG15923, BBS8, atk, CG5964, CG15161, Zmynd10, tilB, nompB, CG6652, CCDC151, CG5458, CG13972, CG6971, CG17599, Nop17l, in, Tektin-A, CG10958, CG7352, CG31803, Klp59D, Mst84Dc, BBS4, CG13999, CG3085, Oseg5, CG14367, BBS1, CG10859, CG1571, asl, CG4525, Cep89, CG15666, CG3259, CG8800, Mks1, CG3062, CG3769, nsr, CG42366, CG1126, CG13617, cos, TTLL3B, CG10839
GO:0048598	embryonic morphogenesis	0.00285	1.2764429766557568	trh, Myo10A, srp, stg, tld, Kr, shd, Ptp61F, Drp1, Rab11, cad, mmy, ase, kkv, kuk, Abl, pnr, Traf4, knk, arm, Cdc42, 5-HT2A, ths, Lac, tin, lbl, Prosalpha6, bin, tup, wntD, cno, hkb, hep, lwr, Mbs, Vav, chrb, Mad, yrt, run, Rab5, jumu, twi, zip, aop, eve, slpr, RhoGEF2, shg, Rab35, Pi3K92E, mam, chic, tnc, Mtl, pum, sob, scyl, sad, lin, dsh, PDZ-GEF, sqh, l(2)gl, bap, gol, Rala, dl, hop, C15, scrib, lbe, Src42A, Dtg, msn, byn, RhoGAP71E, Rho1, alph, Dab, aPKC, tsh, spi, mbc, ed, N, p120ctn, Gprk2, PhKgamma, srw, scw, Dok, Ras85D, raw, Pak, puc, S, dib, Pld, zen, Ack-like, Rac1, RhoGAP68F, sna, btd, Rok, CG41099, alpha-Cat, slou, ena, Patj, htl, POSH, pim, rib, sgl, Mcr, wg, stumps, pyd, Sec61alpha
GO:0051674	localization of cell	0.00326	1.219024828923061	Jafrac1, Dscam1, rk, mim, CG45105, prc, Pkd2, Abi, srp, shd, dila, Fmr1, Mrtf, CG44774, Rab11, Stam, tgo, apt, mod(mdg4), sn, dome, ru, Sin3A, ab, egh, oys, unc-5, nej, Abl, kis, ey, bun, CG4329, CG17387, slmb, sima, Cdc42, ths, Abd-B, del, tin, lbl, NetB, chb, tsr, phm, Lis-1, so, XNP, 14-3-3epsilon, wntD, hkb, Lrt, btl, hep, lwr, Vav, CG12395, nos, Mad, usp, PH4alphaNE2, Rab5, nudE, Zmynd10, tilB, zip, kuz, aop, RN-tre, wts, shg, Pi3K92E, qm, ftz, Mtl, pum, numb, jing, Kat60, spoon, jvl, dsh, cpb, Nop17l, Akt1, PDZ-GEF, CASK, sqh, Tektin-A, CG10958, kibra, Sos, Mdr49, Rala, dl, hop, lbe, Src42A, stai, par-1, Crk, faf, rols, CG31803, CG5048, Klp59D, Cbl, Pvf2, Mst84Dc, Csk, byn, Rho1, Abp1, flr, CG3085, Hrs, mip120, spi, mbc, N, Stat92E, yki, gish, Roc1b, Wnt4, Rab1, asl, Evi5, Ras85D, Hem, Pak, puc, Pvf3, Dhc16F, Dsor1, Gas8, pgc, Burs, spin, cindr, SCAR, gus, nsr, Rac1, Dpy-30L2, Catsup, opa, CalpB, cnk, Dl, Ntl, foi, trx, ena, hpo, kni, ttk, htl, csw, Rab7, Rab3-GAP, rib, psidin, Dhc64C, sgl, vn, sqd, Tsp26A, Fpps, how, spri, CG4552, stumps, Hus1-like
GO:0048585	negative regulation of response to stimulus	0.00333	1.20632238532756	stan, Ddr, d, mts, Ser, lz, eff, lig, Cul1, MESR4, Ror, TER94, Ret, Ptp61F, kek2, tay, Fmr1, Lam, Pp1-13C, otk, RYBP, Bap170, apt, Cad96Ca, Gug, pzg, rdx, gcl, NimA, Sin3A, hiw, ds, E(bx), nej, swm, insv, H, bun, Tsc1, dco, rho-5, slmb, Hey, ssh, MAN1, GlyP, CG15537, casp, Ulp1, chb, pk, Pp1alpha-96A, pav, Su(var)2-10, kek4, sev, Rbf, Smr, dx, uif, Nedd4, Su(z)12, CG8507, Lrt, spdo, lwr, Vav, PTP-ER, Cam, gro, Pp2A-29B, chrb, CG4096, Sik2, scny, Fer2, CG7094, Mlf, CG12147, Su(dx), aop, CG42684, Akap200, cmpy, rno, CG34355, RasGAP1, wts, Prosalpha6T, CtBP, wdb, Pc, pum, numb, Csp, scyl, ago, nmo, Atg1, CG9636, Bili, tum, lic, mnb, Drl-2, dsh, cpb, Sdr, Akt1, ken, l(2)gl, Rala, CG4629, crol, Ptp10D, tap, Src42A, par-1, faf, ebi, srl, Alk, msn, piwi, Cbl, Pvf2, cdi, Pli, PGRP-SB2, Rho1, alph, cpa, CG3277, CG2577, Hrs, ed, N, Stat92E, Blm, et, Gprk2, Notum, puf, armi, wap, PPP4R2r, slif, Ras85D, Acsl, raw, puc, SP2353, Doa, spin, RapGAP1, Su(fu), Opa1, Cul2, CanA1, Nrk, MED6, Rok, Rassf, Cul3, CkIalpha, PGRP-SD, CG10459, CG10289, kek6, PGRP-SA, fuss, cos, hpo, CG2918, htl, asf1, Diedel, Dsp1, Graf, phyl, Vps4, tow, RanBP3, BI-1, dock, Sesn, Mkp3, pic, Irk2, PGRP-LC, HDAC4, Axn
GO:0009719	response to endogenous stimulus	0.00333	1.253854109749434	rk, SIFaR, mts, Cul1, BRWD3, tld, Nos, Ptp61F, Fmr1, tgo, TyrR, CG7362, Hr51, GluRIIE, pzg, mAChR-B, Nup358, for, hiw, ETHR, grh, Dop1R2, CG15056, Set2, E(bx), bel, PyK, pnr, GluRIID, Tsc1, CG14891, TyrRII, slmb, sima, Ir76b, Cdc42, ths, Neto, MAN1, FK506-bp1, Dh44, Rab10, CG15537, Lgr1, AstC-R1, Lis-1, tll, Nup98-96, Hydr2, btl, Chd64, G9a, lwr, gro, Pp2A-29B, Mad, GluRIIA, Sik2, trr, usp, Iswi, ftz-f1, Dh44-R1, aop, dsf, Src64B, cmpy, Pdk1, mAChR-A, Lkr, Eip78C, Pi3K92E, wdb, GluRIIC, CTCF, Ote, Vps26, smt3, CycG, CG7069, AstC-R2, Sdr, Akt1, Trf2, Crtc, l(2)gl, Sos, Rab8, DOR, CG11249, srl, rig, piwi, su(Hw), CG2964, GluRIIB, Nurf-38, Ptp52F, CG12289, scw, Ras85D, Acsl, Pak, Dsor1, mav, l(3)psg2, Cul2, Lgr3, Hr38, Ilp8, CG10459, cnk, Dh44-R2, CG12229, RagC-D, fuss, Thor, htl, tsg, csw, cv-2, Pa1, MED14, Ilp5, babo, dock, Ir92a, sgl, Sesn, Dh31-R, rau, HDAC4, stumps, Ilp1, CG14184
GO:0019932	second-messenger-mediated signaling	0.0036	1.386776348706478	rk, Ac78C, rdgC, Dop1R1, TrpA1, Oct-TyrR, CG10738, CG43373, CG34357, hang, Nos, CG32305, amn, Octbeta3R, AdoR, 5-HT7, TyrR, CG3822, CG42260, GluRIIE, Dop1R2, GluRIID, TyrRII, CngA, Gycbeta100B, Galphai, Ac3, CanA-14F, cac, Lgr1, ACXA, CG32301, CG15556, Octbeta1R, Cam, CngB, GluRIIA, Ir8a, sra, ACXD, Ir64a, CG18208, Spn, Ca-alpha1D, GluRIIC, Gyc88E, Gyc32E, Pp2B-14D, Dop2R, ACXB, GluRIIB, CG5024, Gprk2, Nplp1, Cngl, Pdfr, CG13526, CG13898, CanA1, Lgr3, Ac76E, Ilp8, CG31183, Cirl, CG30378, Ir92a
GO:0045995	regulation of embryonic development	0.0039	1.4605618415375836	Capr, swa, geminin, stg, enc, TER94, Khc, Fmr1, Rab11, Top1, grp, exu, CycA, bic, mago, zye, wntD, cno, stau, slpr, twe, RhoGEF2, Rab35, Tl, Mtl, ben, Pp2B-14D, PDZ-GEF, hop, par-1, msn, lark, Rho1, dgrn, neo, Syx1A, Dok, mael, WASp, raw, klar, nyo, Rac1, mira, bnk, ttk, how, mei-41, pyd
GO:0019098	reproductive behavior	0.00468	1.2949311172395073	SIFaR, btv, eag, lig, FoxP, Poxn, Fmr1, amn, Nlg2, 5-HT7, egh, Gr21a, Gr66a, y, mGluR, Gr68a, Gr59a, ss, Gr10a, Gr98a, CG17575, Abd-B, Ir84a, Gr59b, Gr9a, prt, cac, Tab2, Tbh, Gr98b, retn, CG12316, Rack1, Gr10b, hec, Tdc2, Pde1c, Ir52d, Gr93b, sra, 5-HT1A, tilB, dsf, Sems, ppk23, Gr59d, Acp36DE, Gr39a, Gr77a, Gr57a, mil, Gr36b, Gr58a, lectin-46Ca, lush, aqrs, TfAP-2, CASK, Gr22a, Gr28b, CG9997, antr, Moe, Gr32a, ash1, Jhe, Gr43a, intr, Gr36a, Alh, Gr28a, tim, Gr93a, lov, Gr98c, Gr23a, Gr59c, Gr63a, natalisin, BG642312, Gr22e, spin, corto, Adar, ppk25, Gr8a, Acp33A, Gr36c, tipE, Dup99B, Gr47b, Gr22f, ppk29, Gr22c, Gr33a, Ilp5, Gr97a, Gr93d
GO:1901700	response to oxygen-containing compound	0.00468	1.2135028757164146	Ac78C, iav, mts, Dop1R1, eag, Cul1, BRWD3, Poxn, hang, Nos, whd, Ptp61F, Fmr1, amn, tgo, Nmdar1, Sod3, apt, CG7362, Clic, pzg, mAChR-B, for, kra, Gr21a, Dop1R2, Set2, E(bx), bel, Gr66a, PyK, Gr68a, Gr59a, Tao, Tsc1, dco, slmb, CG9314, sima, Gr10a, Ir76b, Pxd, Gr98a, Rab10, Gr59b, Gr9a, Toll-9, ry, Sirup, Tbh, Gr98b, Nup98-96, Vrp1, Gr5a, Gr10b, G9a, Desi, Tdc2, Gr93b, ort, Orco, Cam, Pp2A-29B, Sik2, trr, Ir8a, usp, boss, pxb, ppk28, GlyS, Iswi, ftz-f1, Ir64a, HHEX, Akap200, Pdk1, slpr, Gr59d, mAChR-A, Gr39a, Pi3K92E, wdb, nan, PHGPx, CG10924, pum, Gr77a, Gr64a, CTCF, Gr57a, Gyc88E, CycG, Gr36b, CG7069, dpr9, wtrw, Gr58a, lush, sca, Sdr, Akt1, Trf2, Crtc, CASK, Gr22a, l(2)gl, Gr28b, Rab8, DOR, Gr32a, CG11249, srl, ktub, rig, su(Hw), CapaR, CG2964, Nurf-38, Jhe, CG3790, Gr43a, Arf51F, spi, Ptp52F, Gr36a, Stat92E, CG5948, CG12289, Gr28a, Gr93a, Gr98c, klg, Pak, Gr23a, Gr59c, S, Gr63a, Dsor1, PICK1, Gr22e, l(3)psg2, CanA1, homer, Gr8a, Gr36c, Hr38, Ilp8, PGRP-SD, cnk, Vmat, Gr47b, CG12229, RagC-D, PGRP-SA, Thor, Gr22f, POSH, Gr22c, cyc, Gr33a, Ilp5, Gr97a, dock, Sesn, Gr93d, HDAC4, Ilp1, CG14184
GO:0021700	developmental maturation	0.00482	1.2653551829074194	rk, swa, eff, bab1, wisp, Cul1, enc, TER94, tld, Khc, Fmr1, Arf79F, Rab11, Stam, Nlg2, cic, Hr51, capt, gcl, Uba1, ru, spz, egh, gammaTub37C, rump, kkv, y, kis, psq, osa, exu, slmb, ctp, Tm1, cac, bic, chb, mago, muskelin, osk, Fili, milt, Lis-1, 14-3-3epsilon, Hydr2, heph, hdc, sktl, nos, GluRIIA, usp, ftz-f1, e, stau, ced-6, Ca-alpha1D, CkIIalpha, shg, vtd, Pi3K92E, SmD3, chic, Pc, Rab6, btz, kat-60L1, ben, CkIIbeta, lic, msps, mop, jvl, l(2)gl, Moe, scrib, par-1, Hrs, aPKC, lost, SMC1, N, Syx1A, armi, Mer, glo, mael, Ras85D, Mkk4, Pak, Cont, klar, Sox14, Efa6, Burs, gus, mira, TBCB, Hr38, Rok, Pburs, CalpB, Dl, fusl, Grip128, Hsp83, krimp, Dg, egl, Vps4, BicD, Ge-1, Dhc64C, spir, Glut1, sqd, Imp
